Day,Day of Year (Day),Duration (min),Fixture,Flow Rate (gpm),Mains Temperature (deg F),Start Time of Year (hr),Start time (hr),Fraction Hot Water,Hot Water Flow Rate (gpm),Hot Water Volume (gal),End Time of Year (hr),Type,Volume (gal)
6D6,282.0,9.833,SHWR,2.0,60.808,6752.2,8.199999999999818,0.8154709182167109,1.6309418364334218,16.03705107764984,6752.363883333333,1.0,19.666
3E6,283.0,10.088,SHWR,2.0,60.733,6786.18,18.18000000000029,0.8157259476293143,1.6314518952586285,16.458086719369042,6786.348133333334,1.0,20.176
3E6,283.0,7.86,SHWR,1.7109999999999999,60.733,6787.44,19.4399999999996,0.8157259476293143,1.3957070963937566,10.970257777654927,6787.571,1.0,13.448459999999999
2E7,284.0,8.827,SHWR,1.2930000000000001,60.629999999999995,6799.6,7.600000000000364,0.8160750413831157,1.0551850285083688,9.314118246643371,6799.747116666667,1.0,11.413311000000002
1E1,284.0,16.245,SHWR,2.0,60.629999999999995,6800.79,8.789999999999964,0.8160750413831157,1.6321500827662314,26.51427809453743,6801.06075,1.0,32.49
2E7,284.0,8.542,SHWR,1.229,60.629999999999995,6809.01,17.01000000000022,0.8160750413831157,1.0029562258598492,8.567252081294832,6809.152366666667,1.0,10.498118
1E1,284.0,5.502000000000001,SHWR,1.611,60.629999999999995,6813.79,21.789999999999964,0.8160750413831157,1.3146968916681994,7.233462297958434,6813.8817,1.0,8.863722000000001
6D5,285.0,6.97,SHWR,1.4409999999999998,60.464,6823.52,7.520000000000437,0.8166348833797858,1.1767708669502712,8.20209294264339,6823.636166666667,1.0,10.043769999999999
6D5,285.0,3.717,SHWR,2.0,60.464,6825.1,9.100000000000364,0.8166348833797858,1.6332697667595717,6.070863723045328,6825.161950000001,1.0,7.434
6D5,285.0,1.859,SHWR,2.0,60.464,6825.31,9.3100000000004,0.8166348833797858,1.6332697667595717,3.036248496406044,6825.3409833333335,1.0,3.718
6D5,285.0,5.421,SHWR,2.0,60.464,6836.55,20.550000000000182,0.8166348833797858,1.6332697667595717,8.853955405603639,6836.640350000001,1.0,10.842
2D0,285.0,3.9789999999999996,SHWR,2.0,60.464,6837.08,21.079999999999927,0.8166348833797858,1.6332697667595717,6.498780401936335,6837.146316666666,1.0,7.957999999999999
2D3,286.0,2.705,SHWR,1.746,60.3995,6846.21,6.210000000000036,0.8168514940339374,1.4262227085832548,3.8579324267177046,6846.2550833333335,1.0,4.72293
2D8,286.0,5.47,SHWR,1.443,60.3995,6846.42,6.420000000000073,0.8168514940339374,1.1787167058909718,6.447580381223616,6846.511166666667,1.0,7.89321
2D3,286.0,4.129,SHWR,2.0,60.3995,6847.27,7.270000000000437,0.8168514940339374,1.6337029880678748,6.745559637732255,6847.338816666667,1.0,8.258
2D8,286.0,3.8539999999999996,SHWR,2.0,60.3995,6851.12,11.11999999999989,0.8168514940339374,1.6337029880678748,6.296291316013589,6851.184233333333,1.0,7.707999999999999
2D8,286.0,7.957000000000001,SHWR,1.474,60.3995,6860.58,20.579999999999927,0.8168514940339374,1.2040391022060237,9.580539136253332,6860.712616666667,1.0,11.728618
6D1,287.0,7.832999999999999,SHWR,2.0,60.419,6870.29,6.289999999999964,0.8167860610835272,1.6335721221670545,12.795770432934537,6870.42055,1.0,15.665999999999999
6D1,287.0,7.584,SHWR,1.935,60.419,6873.95,9.949999999999818,0.8167860610835272,1.5804810281966253,11.986368117843206,6874.0764,1.0,14.67504
6D1,287.0,5.718999999999999,SHWR,1.8869999999999998,60.419,6874.14,10.140000000000327,0.8167860610835272,1.5412752972646158,8.814553425056337,6874.235316666667,1.0,10.791752999999998
6D1,287.0,5.222,SHWR,2.0,60.419,6877.38,13.38000000000011,0.8167860610835272,1.6335721221670545,8.53051362195636,6877.467033333333,1.0,10.444
6D1,287.0,13.055,SHWR,2.0,60.419,6882.0,18.0,0.8167860610835272,1.6335721221670545,21.326284054890895,6882.217583333333,1.0,26.11
6D1,287.0,3.73,SHWR,1.662,60.419,6884.3,20.300000000000182,0.8167860610835272,1.3574984335208222,5.063469157032667,6884.362166666667,1.0,6.19926
2D3,288.0,2.705,SHWR,1.746,60.4005,6894.21,6.210000000000036,0.8168481396349784,1.4262168518026723,3.8579165841262286,6894.2550833333335,1.0,4.72293
5D7,288.0,6.7139999999999995,SHWR,2.0,60.4005,6895.02,7.020000000000437,0.8168481396349784,1.6336962792699568,10.968636819018489,6895.1319,1.0,13.427999999999999
2D3,288.0,4.129,SHWR,2.0,60.4005,6895.27,7.270000000000437,0.8168481396349784,1.6336962792699568,6.745531937105651,6895.338816666667,1.0,8.258
5D7,288.0,10.817,SHWR,2.0,60.4005,6896.37,8.36999999999989,0.8168481396349784,1.6336962792699568,17.671692652863122,6896.550283333333,1.0,21.634
5D7,288.0,8.579,SHWR,2.0,60.4005,6899.14,11.140000000000327,0.8168481396349784,1.6336962792699568,14.01548037985696,6899.2829833333335,1.0,17.158
5D7,288.0,7.087000000000001,SHWR,2.0,60.4005,6909.96,21.960000000000036,0.8168481396349784,1.6336962792699568,11.578005531186184,6910.078116666667,1.0,14.174000000000001
4D7,289.0,3.275,SHWR,2.0,60.36749999999999,6918.5,6.5,0.8169587699629342,1.6339175399258683,5.3510799432572185,6918.5545833333335,1.0,6.55
4D7,289.0,0.0,SHWR,1.632,60.36749999999999,6932.63,20.63000000000011,0.8169587699629342,1.3332767125795084,0.0,6932.63,3.0,0.0
4D7,289.0,7.20499999999447,SHWRSHWR,3.442,60.36749999999999,6932.63,20.63000000000011,0.8169587699629342,2.8119720862124193,20.26025888114493,6932.750083333333,3.0,24.79960999998097
4D7,289.0,0.13099999998303247,SHWR,1.632,60.36749999999999,6932.750083333333,20.75008333333335,0.8169587699629342,1.3332767125795084,0.1746592493252932,6932.752266666666,3.0,0.21379199997230897
2E4,290.0,4.476,SHWR,1.975,60.338,6945.68,9.680000000000291,0.817057553693608,1.613688668544876,7.222870480406865,6945.7546,1.0,8.8401
2E4,290.0,2.86,SHWR,2.0,60.338,6947.81,11.8100000000004,0.817057553693608,1.634115107387216,4.6735692071274375,6947.857666666667,1.0,5.72
1E1,291.0,16.245,SHWR,2.0,60.3335,6968.79,8.789999999999964,0.8170726130262592,1.6341452260525184,26.546689197223163,6969.06075,1.0,32.49
1E8,291.0,8.908999999999999,SHWR,2.0,60.3335,6973.22,13.220000000000255,0.8170726130262592,1.6341452260525184,14.558599818901884,6973.368483333334,1.0,17.817999999999998
1E1,291.0,5.502000000000001,SHWR,1.611,60.3335,6981.79,21.789999999999964,0.8170726130262592,1.3163039795853035,7.242304495678341,6981.8817,1.0,8.863722000000001
4D4,292.0,0.0,SHWR,2.0,60.283500000000004,6991.6,7.600000000000364,0.8172397722807563,1.6344795445615126,0.0,6991.6,3.0,0.0
6D2,292.0,4.8329999999805295,SHWRSHWR,4.0,60.283500000000004,6991.6,7.600000000000364,0.8172397722807563,3.268959089123025,15.798879277667933,6991.68055,3.0,19.331999999922118
4D4,292.0,4.207000000005792,SHWR,2.0,60.283500000000004,6991.68055,7.680550000000039,0.8172397722807563,1.6344795445615126,6.876255443979749,6991.750666666667,3.0,8.414000000011583
4D4,292.0,5.632999999999999,SHWR,2.0,60.283500000000004,7003.46,19.460000000000036,0.8172397722807563,1.6344795445615126,9.207023274514999,7003.553883333333,1.0,11.265999999999998
5D1,293.0,3.6000000000240107,SHWR,2.0,60.1875,7014.94,6.9399999999996,0.8175598631698974,1.6351197263397947,5.886431014862521,7015.0,4.0,7.200000000048021
5D1,293.0,0.2329999999710708,SHWR,1.851,60.1875,7015.0,7.0,0.8175598631698974,1.51330330672748,0.35259967042372414,7015.003883333333,4.0,0.43128299994645203
5D1,293.0,23.434000000015658,SHWR,1.851,60.1875,7015.003883333333,7.003883333332851,0.8175598631698974,1.51330330672748,35.46274968987546,7015.39445,4.0,43.37633400002898
5D1,293.0,0.6000000000130967,SHWR,1.643,60.1875,7023.53,15.529999999999745,0.8175598631698974,1.3432508551881415,0.805950513130477,7023.54,3.0,0.9858000000215179
5D1,293.0,12.49999999998181,SHWRSHWR,3.048,60.1875,7023.54,15.539999999999964,0.8175598631698974,2.4919224629418473,31.149030786727764,7023.748333333333,3.0,38.09999999994456
5D1,293.0,0.5670000000282016,SHWR,1.643,60.1875,7023.748333333333,15.748333333332994,0.8175598631698974,1.3432508551881415,0.7616232349295581,7023.7577833333335,3.0,0.9315810000463353
2D6,294.0,6.837999999999999,SHWR,2.0,60.022000000000006,7039.31,7.3100000000004,0.8181090618065407,1.6362181236130815,11.18845952926625,7039.423966666667,1.0,13.675999999999998
4D8,294.0,12.052999999999999,SHWR,1.585,60.022000000000006,7040.25,8.25,0.8181090618065407,1.296702862963367,15.629159607297462,7040.450883333333,1.0,19.104004999999997
4D8,294.0,11.005,SHWR,1.614,60.022000000000006,7052.8,20.800000000000182,0.8181090618065407,1.3204280257557568,14.531310423442104,7052.983416666667,1.0,17.76207
4D8,294.0,8.516,SHWR,1.575,60.022000000000006,7053.73,21.729999999999563,0.8181090618065407,1.2885217723453017,10.97305141329259,7053.871933333333,1.0,13.4127
6D8,295.0,4.337,SHWR,1.995,59.832,7061.02,5.020000000000437,0.8187354988399071,1.6333773201856148,7.083957437645011,7061.092283333333,1.0,8.652315
6D8,295.0,15.489,SHWR,1.361,59.832,7067.79,11.789999999999964,0.8187354988399071,1.1142990139211135,17.259377426624127,7068.04815,1.0,21.080529000000002
4D3,295.0,3.406,SHWR,1.405,59.832,7068.56,12.5600000000004,0.8187354988399071,1.1503233758700695,3.918001418213457,7068.616766666667,1.0,4.78543
6D8,295.0,10.378,SHWR,1.571,59.832,7074.38,18.38000000000011,0.8187354988399071,1.286233468677494,13.348530937935035,7074.552966666667,1.0,16.303838
6D8,295.0,11.307,SHWR,1.297,59.832,7075.72,19.720000000000255,0.8187354988399071,1.0618999419953594,12.00690264414153,7075.90845,1.0,14.665179
4D3,295.0,1.965,SHWR,1.8880000000000001,59.832,7076.61,20.609999999999673,0.8187354988399071,1.5457726218097447,3.0374432018561484,7076.64275,1.0,3.7099200000000003
6D8,295.0,7.9,SHWR,1.48,59.832,7077.78,21.779999999999745,0.8187354988399071,1.2117285382830625,9.572655452436194,7077.911666666667,1.0,11.692
6D4,296.0,3.013,SHWR,2.0,59.712,7085.25,5.25,0.8191289249023296,1.6382578498046592,4.936070901461438,7085.3002166666665,1.0,6.026
6D4,296.0,11.005,SHWR,2.0,59.712,7085.65,5.649999999999636,0.8191289249023296,1.6382578498046592,18.029027637100274,7085.833416666666,1.0,22.01
2D6,296.0,6.837999999999999,SHWR,2.0,59.712,7087.31,7.3100000000004,0.8191289249023296,1.6382578498046592,11.202407176964257,7087.423966666667,1.0,13.675999999999998
6D4,296.0,9.957,SHWR,2.0,59.712,7099.47,19.470000000000255,0.8191289249023296,1.6382578498046592,16.31213341050499,7099.63595,1.0,19.914
2E1,298.0,15.517999999999999,SHWR,2.0,59.48949999999999,7137.46,9.460000000000036,0.819853901514128,1.639707803028256,25.444985687392474,7137.718633333333,1.0,31.035999999999998
2E1,298.0,8.115,SHWR,2.0,59.48949999999999,7140.2,12.199999999999818,0.819853901514128,1.639707803028256,13.306228821574297,7140.33525,1.0,16.23
1E5,298.0,7.119,SHWR,2.0,59.48949999999999,7146.01,18.01000000000022,0.819853901514128,1.639707803028256,11.673079849758153,7146.128650000001,1.0,14.238
6D7,299.0,0.0,SHWR,2.0,59.408,7158.21,6.210000000000036,0.8201180025903008,1.6402360051806015,0.0,7158.21,3.0,0.0
2D3,299.0,2.705000000005384,SHWRSHWR,3.746,59.408,7158.21,6.210000000000036,0.8201180025903008,3.072162037703267,8.310198312003878,7158.2550833333335,3.0,10.132930000020169
6D7,299.0,0.9619999999995343,SHWR,2.0,59.408,7158.2550833333335,6.2550833333334594,0.8201180025903008,1.6402360051806015,1.5779070369829749,7158.271116666667,3.0,1.9239999999990687
2D3,299.0,4.129,SHWR,2.0,59.408,7159.27,7.270000000000437,0.8201180025903008,1.6402360051806015,6.772534465390703,7159.338816666667,1.0,8.258
6D7,299.0,5.0,SHWR,1.446,59.408,7161.89,9.890000000000327,0.8201180025903008,1.1858906317455749,5.929453158727874,7161.973333333333,1.0,7.2299999999999995
6D7,299.0,8.667,SHWR,2.0,59.408,7171.57,19.56999999999971,0.8201180025903008,1.6402360051806015,14.215925456900273,7171.7144499999995,1.0,17.334
5D6,300.0,5.371,SHWR,2.0,59.33,7181.91,5.9099999999998545,0.8203700377222921,1.6407400754445842,8.812414945212863,7181.999516666667,1.0,10.742
4D4,300.0,9.04,SHWR,2.0,59.33,7183.6,7.600000000000364,0.8203700377222921,1.6407400754445842,14.83229028201904,7183.750666666667,1.0,18.08
5D6,300.0,10.612,SHWR,2.0,59.33,7186.91,10.909999999999854,0.8203700377222921,1.6407400754445842,17.41153368061793,7187.0868666666665,1.0,21.224
5D6,300.0,3.537,SHWR,2.0,59.33,7192.68,16.68000000000029,0.8203700377222921,1.6407400754445842,5.803297646847494,7192.73895,1.0,7.074
4D4,300.0,5.632999999999999,SHWR,2.0,59.33,7195.46,19.460000000000036,0.8203700377222921,1.6407400754445842,9.242288844979342,7195.553883333333,1.0,11.265999999999998
6D6,301.0,4.833,SHWR,2.0,59.2595,7206.26,6.260000000000218,0.8205972318152869,1.6411944636305738,7.931892842726564,7206.34055,1.0,9.666
6D6,301.0,3.667,SHWR,2.0,59.2595,7207.91,7.9099999999998545,0.8205972318152869,1.6411944636305738,6.018260098133314,7207.971116666667,1.0,7.334
6D6,301.0,3.000000000010914,SHWR,2.0,59.2595,7208.2,8.199999999999818,0.8205972318152869,1.6411944636305738,4.923583390909633,7208.25,4.0,6.000000000021828
4D8,301.0,6.833000000005995,SHWR,1.585,59.2595,7208.25,8.25,0.8205972318152869,1.3006466124272296,8.887318302723058,7208.363883333333,4.0,10.830305000009503
4D8,301.0,5.21999999997206,SHWR,1.585,59.2595,7208.363883333333,8.363883333333433,0.8205972318152869,1.3006466124272296,6.789375316833799,7208.450883333333,4.0,8.273699999955715
4D8,301.0,11.005,SHWR,1.614,59.2595,7220.8,20.800000000000182,0.8205972318152869,1.324443932149873,14.575505473309354,7220.983416666667,1.0,17.76207
4D8,301.0,8.516,SHWR,1.575,59.2595,7221.73,21.729999999999563,0.8205972318152869,1.2924406401090769,11.006424491168898,7221.871933333333,1.0,13.4127
6D2,302.0,4.833,SHWR,2.0,59.2095,7231.6,7.600000000000364,0.820758014357283,1.641516028714566,7.933446966777498,7231.68055,1.0,9.666
2D1,302.0,5.5760000000000005,SHWR,2.0,59.2095,7232.14,8.140000000000327,0.820758014357283,1.641516028714566,9.153093376112421,7232.232933333334,1.0,11.152000000000001
2D1,302.0,10.378,SHWR,1.916,59.2095,7232.4,8.399999999999636,0.820758014357283,1.5725723555085542,16.320155905467775,7232.572966666667,1.0,19.884248
2D4,303.0,4.476,SHWR,2.0,59.1315,7256.47,8.470000000000255,0.8210082604687794,1.6420165209375588,7.349665947716513,7256.5446,1.0,8.952
2D9,303.0,12.237,SHWR,2.0,59.1315,7256.79,8.789999999999964,0.8210082604687794,1.6420165209375588,20.09335616671291,7256.99395,1.0,24.474
2D9,303.0,6.66,SHWR,2.0,59.1315,7266.04,18.039999999999964,0.8210082604687794,1.6420165209375588,10.935830029444142,7266.151,1.0,13.32
2E6,304.0,21.355999999999998,SHWR,1.3630000000000002,59.036500000000004,7278.78,6.779999999999745,0.8213121052114324,1.1194483994031825,23.906940017654364,7279.135933333333,1.0,29.108228
2E6,304.0,7.546,SHWR,1.3319999999999999,59.036500000000004,7290.46,18.460000000000036,0.8213121052114324,1.0939877241416278,8.255231366372724,7290.585766666667,1.0,10.051271999999999
1E8,305.0,8.908999999999999,SHWR,2.0,58.955,7309.22,13.220000000000255,0.8215719511107146,1.6431439022214291,14.63876902489071,7309.368483333334,1.0,17.817999999999998
4D6,306.0,7.211,SHWR,1.88,58.852999999999994,7327.29,7.289999999999964,0.8218960941813455,1.5451646570609294,11.142182342066363,7327.410183333333,1.0,13.55668
2D7,306.0,5.502000000000001,SHWR,1.2329999999999999,58.852999999999994,7328.91,8.909999999999854,0.8218960941813455,1.0133978841255988,5.575715158459046,7329.0017,1.0,6.783966
4D6,306.0,6.837999999999999,SHWR,1.84,58.852999999999994,7331.3,11.300000000000182,0.8218960941813455,1.5122888132936758,10.341030905302153,7331.413966666667,1.0,12.581919999999998
4D6,306.0,3.6060000000000003,SHWR,1.5830000000000002,58.852999999999994,7332.82,12.819999999999709,0.8218960941813455,1.30106151708907,4.691627830623187,7332.880099999999,1.0,5.708298000000001
2D7,306.0,8.123,SHWR,1.237,58.852999999999994,7334.3,14.300000000000182,0.8218960941813455,1.0166854685023243,8.25853606064438,7334.435383333333,1.0,10.048151
4D6,306.0,8.081,SHWR,1.893,58.852999999999994,7336.48,16.479999999999563,0.8218960941813455,1.555849306285287,12.572818244091403,7336.614683333333,1.0,15.297333
2D7,306.0,3.668,SHWR,1.881,58.852999999999994,7336.93,16.93000000000029,0.8218960941813455,1.545986553155111,5.670678676972947,7336.991133333334,1.0,6.899508
4D2,307.0,6.832999999999999,SHWR,1.311,58.75449999999999,7351.93,7.930000000000291,0.8222079988621313,1.077914686508254,7.3653910529108995,7352.043883333334,1.0,8.958063
2D9,307.0,12.237,SHWR,2.0,58.75449999999999,7352.79,8.789999999999964,0.8222079988621313,1.6444159977242625,20.1227185641518,7352.99395,1.0,24.474
2D9,307.0,6.66,SHWR,2.0,58.75449999999999,7362.04,18.039999999999964,0.8222079988621313,1.6444159977242625,10.951810544843589,7362.151,1.0,13.32
6D9,308.0,13.0,SHWR,2.0,58.652,7374.53,6.529999999999745,0.8225314119400866,1.6450628238801732,21.385816710442253,7374.746666666666,1.0,26.0
6D9,308.0,4.167,SHWR,1.9340000000000002,58.652,7380.47,12.470000000000255,0.8225314119400866,1.5907757506921276,6.628762553134096,7380.53945,1.0,8.058978
6D9,308.0,9.667,SHWR,1.355,58.652,7382.59,14.590000000000146,0.8225314119400866,1.1145300631788173,10.774162120749626,7382.751116666667,1.0,13.098785
2D0,308.0,3.9789999999999996,SHWR,2.0,58.652,7389.08,21.079999999999927,0.8225314119400866,1.6450628238801732,6.545704976219208,7389.146316666666,1.0,7.957999999999999
6D9,308.0,7.167000000000001,SHWR,1.8869999999999998,58.652,7391.24,23.23999999999978,0.8225314119400866,1.5521167743309432,11.12402092162987,7391.35945,1.0,13.524129
6D9,309.0,13.0,SHWR,2.0,58.52199999999999,7398.53,6.529999999999745,0.8229399058040299,1.6458798116080597,21.39643755090478,7398.746666666666,1.0,26.0
4D6,309.0,7.211,SHWR,1.88,58.52199999999999,7399.29,7.289999999999964,0.8229399058040299,1.547127022911576,11.156332962215377,7399.410183333333,1.0,13.55668
4D6,309.0,6.837999999999999,SHWR,1.84,58.52199999999999,7403.3,11.300000000000182,0.8229399058040299,1.514209426679415,10.354164059633838,7403.413966666667,1.0,12.581919999999998
6D9,309.0,4.167,SHWR,1.9340000000000002,58.52199999999999,7404.47,12.470000000000255,0.8229399058040299,1.5915657778249939,6.632054596196749,7404.53945,1.0,8.058978
4D6,309.0,3.6060000000000003,SHWR,1.5830000000000002,58.52199999999999,7404.82,12.819999999999709,0.8229399058040299,1.3027138708877795,4.697586218421333,7404.880099999999,1.0,5.708298000000001
6D9,309.0,9.667,SHWR,1.355,58.52199999999999,7406.59,14.590000000000146,0.8229399058040299,1.1150835723644605,10.77951289404724,7406.751116666667,1.0,13.098785
4D6,309.0,8.081,SHWR,1.893,58.52199999999999,7408.48,16.479999999999563,0.8229399058040299,1.5578252416870286,12.588785778072877,7408.614683333333,1.0,15.297333
6D9,309.0,7.167000000000001,SHWR,1.8869999999999998,58.52199999999999,7415.24,23.23999999999978,0.8229399058040299,1.5528876022522042,11.129545445341549,7415.35945,1.0,13.524129
4D5,310.0,5.595,SHWR,2.0,58.4025,7422.9,6.899999999999636,0.823313750607359,1.646627501214718,9.212880869296347,7422.9932499999995,1.0,11.19
4D5,310.0,6.341,SHWR,1.38,58.4025,7423.18,7.180000000000291,0.823313750607359,1.1361729758381554,7.2044728397897435,7423.2856833333335,1.0,8.75058
1E1,311.0,16.245,SHWR,2.0,58.2655,7448.79,8.789999999999964,0.82374040486829,1.64748080973658,26.763325754170744,7449.06075,1.0,32.49
1E5,311.0,7.119,SHWR,2.0,58.2655,7458.01,18.01000000000022,0.82374040486829,1.64748080973658,11.728415884514714,7458.128650000001,1.0,14.238
1E1,311.0,5.502000000000001,SHWR,1.611,58.2655,7461.79,21.789999999999964,0.82374040486829,1.3270457922428152,7.30140594891997,7461.8817,1.0,8.863722000000001
1E9,312.0,6.287999999999999,SHWR,2.0,58.19499999999999,7480.02,16.020000000000437,0.8239591585247777,1.6479183170495555,10.362110377607603,7480.1248000000005,1.0,12.575999999999999
6D1,313.0,7.832999999999999,SHWR,2.0,58.107,7494.29,6.289999999999964,0.8242314520239749,1.6484629040479497,12.91240992740759,7494.42055,1.0,15.665999999999999
2D4,313.0,4.476,SHWR,2.0,58.107,7496.47,8.470000000000255,0.8242314520239749,1.6484629040479497,7.3785199585186225,7496.5446,1.0,8.952
6D1,313.0,7.584,SHWR,1.935,58.107,7497.95,9.949999999999818,0.8242314520239749,1.5948878596663913,12.095629527709912,7498.0764,1.0,14.67504
6D1,313.0,5.718999999999999,SHWR,1.8869999999999998,58.107,7498.14,10.140000000000327,0.8242314520239749,1.5553247499692404,8.894902245074086,7498.235316666667,1.0,10.791752999999998
6D1,313.0,5.222,SHWR,2.0,58.107,7501.38,13.38000000000011,0.8242314520239749,1.6484629040479497,8.608273284938393,7501.467033333333,1.0,10.444
6D1,313.0,13.055,SHWR,2.0,58.107,7506.0,18.0,0.8242314520239749,1.6484629040479497,21.520683212345983,7506.217583333333,1.0,26.11
6D1,313.0,3.73,SHWR,1.662,58.107,7508.3,20.300000000000182,0.8242314520239749,1.3698726732638462,5.109625071274146,7508.362166666667,1.0,6.19926
2D8,314.0,5.47,SHWR,1.443,58.047000000000004,7518.42,6.420000000000073,0.8244166242340175,1.1896331887696874,6.507293542570189,7518.511166666667,1.0,7.89321
2D5,314.0,9.833,SHWR,1.411,58.047000000000004,7521.06,9.0600000000004,0.8244166242340175,1.1632518567941987,11.438255507857356,7521.223883333334,1.0,13.874363
2D5,314.0,6.5,SHWR,2.0,58.047000000000004,7522.68,10.680000000000291,0.8244166242340175,1.648833248468035,10.717416115042228,7522.788333333334,1.0,13.0
2D8,314.0,3.8539999999999996,SHWR,2.0,58.047000000000004,7523.12,11.11999999999989,0.8244166242340175,1.648833248468035,6.354603339595807,7523.184233333333,1.0,7.707999999999999
2D8,314.0,7.957000000000001,SHWR,1.474,58.047000000000004,7532.58,20.579999999999927,0.8244166242340175,1.2151901041209419,9.669267658490336,7532.712616666667,1.0,11.728618
2H5,315.0,9.449,SHWR,1.662,57.969500000000004,7547.77,11.770000000000437,0.8246552283427289,1.3705769895056152,12.950581973838558,7547.927483333334,1.0,15.704237999999998
1H8,315.0,2.7510000000000003,SHWR,2.0,57.969500000000004,7551.83,15.829999999999927,0.8246552283427289,1.6493104566854577,4.537253066341695,7551.87585,1.0,5.502000000000001
1H8,315.0,4.454,SHWR,2.0,57.969500000000004,7554.2,18.199999999999818,0.8246552283427289,1.6493104566854577,7.346028774077029,7554.2742333333335,1.0,8.908
1H8,315.0,2.096,SHWR,2.0,57.969500000000004,7554.3,18.300000000000182,0.8246552283427289,1.6493104566854577,3.4569547172127195,7554.3349333333335,1.0,4.192
4D2,316.0,6.832999999999999,SHWR,1.311,57.927,7567.93,7.930000000000291,0.8247858006412839,1.0812941846407231,7.3884831636500605,7568.043883333334,1.0,8.958063
3D7,316.0,3.406,SHWR,2.0,57.927,7568.05,8.050000000000182,0.8247858006412839,1.6495716012825679,5.618440873968426,7568.106766666667,1.0,6.812
3D7,316.0,3.013,SHWR,2.0,57.927,7570.04,10.039999999999964,0.8247858006412839,1.6495716012825679,4.970159234664377,7570.0902166666665,1.0,6.026
3D7,316.0,4.192,SHWR,1.584,57.927,7579.56,19.5600000000004,0.8247858006412839,1.3064607082157937,5.476683288840608,7579.629866666667,1.0,6.640128000000001
4D1,317.0,15.833,SHWR,2.0,57.867000000000004,7590.41,6.4099999999998545,0.8249698072917578,1.6499396145835157,26.123493917700802,7590.673883333333,1.0,31.666
4D1,317.0,13.5,SHWR,2.0,57.867000000000004,7590.81,6.8100000000004,0.8249698072917578,1.6499396145835157,22.27418479687746,7591.035000000001,1.0,27.0
2D6,317.0,6.837999999999999,SHWR,2.0,57.867000000000004,7591.31,7.3100000000004,0.8249698072917578,1.6499396145835157,11.282287084522078,7591.423966666667,1.0,13.675999999999998
1E7,318.0,7.513999999999999,SHWR,1.526,57.765,7619.11,11.109999999999673,0.8252817332052066,1.2593799248711453,9.462980755481784,7619.235233333333,1.0,11.466363999999999
6D4,320.0,3.013,SHWR,2.0,57.582499999999996,7661.25,5.25,0.8258370705795272,1.6516741411590543,4.97649418731223,7661.3002166666665,1.0,6.026
6D4,320.0,11.005,SHWR,2.0,57.582499999999996,7661.65,5.649999999999636,0.8258370705795272,1.6516741411590543,18.176673923455393,7661.833416666666,1.0,22.01
5D3,320.0,6.832999999999999,SHWR,1.218,57.582499999999996,7662.77,6.770000000000437,0.8258370705795272,1.005869551965864,6.873106648582748,7662.883883333334,1.0,8.322593999999999
6D4,320.0,9.957,SHWR,2.0,57.582499999999996,7675.47,19.470000000000255,0.8258370705795272,1.6516741411590543,16.445719423520703,7675.63595,1.0,19.914
2D1,321.0,5.5760000000000005,SHWR,2.0,57.462999999999994,7688.14,8.140000000000327,0.8261987938196291,1.6523975876392583,9.213768948676504,7688.232933333334,1.0,11.152000000000001
2D1,321.0,10.378,SHWR,1.916,57.462999999999994,7688.4,8.399999999999636,0.8261987938196291,1.5829968889584094,16.428341713610372,7688.572966666667,1.0,19.884248
2D0,321.0,3.9789999999999996,SHWR,2.0,57.462999999999994,7701.08,21.079999999999927,0.8261987938196291,1.6523975876392583,6.574890001216608,7701.146316666666,1.0,7.957999999999999
2D5,322.0,9.833,SHWR,1.411,57.297999999999995,7713.06,9.0600000000004,0.8266957817753284,1.1664677480849885,11.469877366919693,7713.223883333334,1.0,13.874363
2D5,322.0,6.5,SHWR,2.0,57.297999999999995,7714.68,10.680000000000291,0.8266957817753284,1.6533915635506569,10.74704516307927,7714.788333333334,1.0,13.0
6D8,323.0,4.337,SHWR,1.995,57.129999999999995,7733.02,5.020000000000437,0.8271988940729221,1.6502617936754798,7.157185399170555,7733.092283333333,1.0,8.652315
6D8,323.0,15.489,SHWR,1.361,57.129999999999995,7739.79,11.789999999999964,0.8271988940729221,1.125817694833247,17.437790275272164,7740.04815,1.0,21.080529000000002
6D8,323.0,10.378,SHWR,1.571,57.129999999999995,7746.38,18.38000000000011,0.8271988940729221,1.2995294625885607,13.486516762744083,7746.552966666667,1.0,16.303838
6D8,323.0,11.307,SHWR,1.297,57.129999999999995,7747.72,19.720000000000255,0.8271988940729221,1.0728769656125798,12.13101985018144,7747.90845,1.0,14.665179
6D8,323.0,7.9,SHWR,1.48,57.129999999999995,7749.78,21.779999999999745,0.8271988940729221,1.2242543632279248,9.671609469500606,7749.911666666667,1.0,11.692
4D4,324.0,9.04,SHWR,2.0,56.99300000000001,7759.6,7.600000000000364,0.8276070129467133,1.6552140258934267,14.963134794076575,7759.750666666667,1.0,18.08
4D9,324.0,11.005,SHWR,1.464,56.99300000000001,7761.86,9.859999999999673,0.8276070129467133,1.2116166669539883,13.333841419828643,7762.043416666666,1.0,16.11132
4D9,324.0,13.100999999999999,SHWR,2.0,56.99300000000001,7770.84,18.840000000000146,0.8276070129467133,1.6552140258934267,21.68495895322978,7771.05835,1.0,26.201999999999998
